product_id,name,category,price
prod_000044,Filter Model 44,Automotive,247.91
prod_000045,Dress Model 45,Clothing,149.6
prod_000046,Toy Train Model 46,Toys,390.28
prod_000047,Jacket Model 47,Clothing,283.16
prod_000048,Hoodie Model 48,Clothing,423.83
prod_000049,Keyboard Model 49,Electronics,126.62
prod_000050,Board Game Model 50,Toys,305.2
prod_000051,Golf Clubs Model 51,Sports,440.89
prod_000052,Tablet Model 52,Electronics,205.77
prod_000053,Dress Model 53,Clothing,386.53
prod_000054,Camera Model 54,Electronics,185.38
prod_000055,Smart Watch Model 55,Electronics,273.69
prod_000056,Oil Model 56,Automotive,72.56
prod_000057,Headphones Model 57,Electronics,432.63
prod_000058,Face Cream Model 58,Beauty,69.99
prod_000059,Tennis Racket Model 59,Sports,265.07
prod_000060,Shampoo Model 60,Beauty,31.75
prod_000061,Novel Model 61,Books,300.49
prod_000062,Shampoo Model 62,Beauty,271.85
prod_000063,Lipstick Model 63,Beauty,107.28
prod_000064,LEGO Set Model 64,Toys,472.62
prod_000065,Puzzle Model 65,Toys,152.17
prod_000066,Decoration Model 66,Home & Garden,146.8
prod_000067,Tool Set Model 67,Automotive,378.71
prod_000068,Tool Set Model 68,Automotive,408.41
prod_000069,Toy Train Model 69,Toys,318.72
prod_000070,Battery Model 70,Automotive,64.87
prod_000071,Mascara Model 71,Beauty,422.06
prod_000072,Filter Model 72,Automotive,244.45
prod_000073,Brake Pad Model 73,Automotive,369.07
prod_000074,Smart Watch Model 74,Electronics,18.26
prod_000075,Science Model 75,Books,506.35
prod_000076,Doll Model 76,Toys,274.43
prod_000077,Foundation Model 77,Beauty,433.5
prod_000078,Car Part Model 78,Automotive,45.04
prod_000079,Foundation Model 79,Beauty,410.53
prod_000080,Laptop Model 80,Electronics,437.37
prod_000081,Camera Model 81,Electronics,473.47
prod_000082,Laptop Model 82,Electronics,31.35
prod_000083,Oil Model 83,Automotive,496.85
prod_000084,Face Cream Model 84,Beauty,163.13
prod_000085,Poetry Model 85,Books,251.32
prod_000086,Lamp Model 86,Home & Garden,136.38
prod_000087,Biography Model 87,Books,275.06
prod_000088,Board Game Model 88,Toys,141.5
prod_000089,Moisturizer Model 89,Beauty,373.47
prod_000090,History Model 90,Books,402.89
prod_000091,Filter Model 91,Automotive,473.81
prod_000092,History Model 92,Books,329.21
prod_000093,Doll Model 93,Toys,272.86
prod_000094,Car Cover Model 94,Automotive,488.92
prod_000095,History Model 95,Books,390.75
prod_000096,Keyboard Model 96,Electronics,352.54
prod_000097,Toy Train Model 97,Toys,36.96
prod_000098,Volleyball Model 98,Sports,433.04
prod_000099,Tire Model 99,Automotive,252.86
prod_000100,Golf Clubs Model 100,Sports,365.22
prod_000101,Tool Set Model 101,Automotive,332.02
prod_000102,Laptop Model 102,Electronics,37.98
prod_000103,Bedding Model 103,Home & Garden,376.02
prod_000104,Novel Model 104,Books,381.59
prod_000105,Monitor Model 105,Electronics,357.04
prod_000106,Jeans Model 106,Clothing,394.04
prod_000107,Mascara Model 107,Beauty,402.64
prod_000108,Nail Polish Model 108,Beauty,11.91
prod_000109,Filter Model 109,Automotive,49.57
prod_000110,Board Game Model 110,Toys,400.43
prod_000111,Skirt Model 111,Clothing,396.76
prod_000112,Coffee Maker Model 112,Home & Garden,336.1
prod_000113,Board Game Model 113,Toys,330.28
prod_000114,Oil Model 114,Automotive,93.26
prod_000115,T-Shirt Model 115,Clothing,255.4
prod_000116,T-Shirt Model 116,Clothing,310.46
prod_000117,Novel Model 117,Books,60.65
prod_000118,Pants Model 118,Clothing,34.52
prod_000119,Filter Model 119,Automotive,387.38
prod_000120,Foundation Model 120,Beauty,446.5
prod_000121,Battery Model 121,Automotive,382.49
prod_000122,Poetry Model 122,Books,226.75
prod_000123,Smart Watch Model 123,Electronics,385.92
prod_000124,Science Model 124,Books,345.58
prod_000125,Plant Model 125,Home & Garden,492.44
prod_000126,Lamp Model 126,Home & Garden,469.52
prod_000127,Textbook Model 127,Books,505.3
prod_000128,Laptop Model 128,Electronics,69.31
prod_000129,Headphones Model 129,Electronics,460.76
prod_000130,Perfume Model 130,Beauty,294.38
prod_000131,Car Cover Model 131,Automotive,46.66
prod_000132,Board Game Model 132,Toys,109.97
prod_000133,Brake Pad Model 133,Automotive,275
prod_000134,Furniture Model 134,Home & Garden,316.7
prod_000135,Perfume Model 135,Beauty,308.09
prod_000136,Basketball Model 136,Sports,225.39
prod_000137,Novel Model 137,Books,20.02
prod_000138,Laptop Model 138,Electronics,314.2
prod_000139,Building Blocks Model 139,Toys,303.93
prod_000140,Skirt Model 140,Clothing,296.33
prod_000141,Tablet Model 141,Electronics,218.07
prod_000142,Puzzle Model 142,Toys,279.14
prod_000143,Filter Model 143,Automotive,354.31
prod_000144,Textbook Model 144,Books,239.52
prod_000145,Shampoo Model 145,Beauty,79.23
prod_000146,Keyboard Model 146,Electronics,373.59
prod_000147,Tablet Model 147,Electronics,444.57
prod_000148,Coffee Maker Model 148,Home & Garden,498.81
prod_000149,Action Figure Model 149,Toys,100.82
prod_000150,Headphones Model 150,Electronics,231.15
prod_000151,Jacket Model 151,Clothing,366.91
prod_000152,Smart Watch Model 152,Electronics,321.43
prod_000153,Basketball Model 153,Sports,194.52
prod_000154,Kitchen Set Model 154,Home & Garden,257.21
prod_000155,Puzzle Model 155,Toys,463
prod_000156,Smartphone Model 156,Electronics,154.36
prod_000157,Puzzle Model 157,Toys,385.42
prod_000158,Car Cover Model 158,Automotive,113.54
prod_000159,Mascara Model 159,Beauty,39.38
prod_000160,Tablet Model 160,Electronics,392.86
prod_000161,Camera Model 161,Electronics,124.16
prod_000162,Filter Model 162,Automotive,113.99
prod_000163,Baseball Glove Model 163,Sports,79.59
prod_000164,Tool Set Model 164,Automotive,95.35
prod_000165,Camera Model 165,Electronics,91.13
prod_000166,Doll Model 166,Toys,12.86
prod_000167,Golf Clubs Model 167,Sports,69.92
prod_000168,Golf Clubs Model 168,Sports,42.9
prod_000169,Monitor Model 169,Electronics,269.41
prod_000170,Basketball Model 170,Sports,504.91
prod_000171,Cookbook Model 171,Books,279.27
prod_000172,Tire Model 172,Automotive,289.94
prod_000173,Science Model 173,Books,416.32
prod_000174,Kitchen Set Model 174,Home & Garden,137.45
prod_000175,Soccer Ball Model 175,Sports,151.58
prod_000176,Foundation Model 176,Beauty,76.38
prod_000177,Skirt Model 177,Clothing,208.48
prod_000178,Brake Pad Model 178,Automotive,11.44
prod_000179,Board Game Model 179,Toys,231.97
prod_000180,Textbook Model 180,Books,190.29
prod_000181,Kitchen Set Model 181,Home & Garden,467.29
prod_000182,Dress Model 182,Clothing,216.81
prod_000183,Smartphone Model 183,Electronics,33.57
prod_000184,Skirt Model 184,Clothing,78.38
prod_000185,Oil Model 185,Automotive,327.84
prod_000186,Novel Model 186,Books,179.21
prod_000187,Camera Model 187,Electronics,469.58
prod_000188,Smartphone Model 188,Electronics,84.5
prod_000189,Smart Watch Model 189,Electronics,457.61
prod_000190,Kitchen Set Model 190,Home & Garden,156.82
prod_000191,Basketball Model 191,Sports,229.92
prod_000192,Volleyball Model 192,Sports,457.44
prod_000193,Comic Model 193,Books,93.97
prod_000194,Monitor Model 194,Electronics,139.73
prod_000195,T-Shirt Model 195,Clothing,456.47
prod_000196,T-Shirt Model 196,Clothing,322.2
prod_000197,Furniture Model 197,Home & Garden,376.04
prod_000198,Board Game Model 198,Toys,84.09
prod_000199,Basketball Model 199,Sports,345.91
prod_000200,Tablet Model 200,Electronics,112.12
prod_000201,Perfume Model 201,Beauty,91.64
prod_000202,Tablet Model 202,Electronics,393.37
prod_000203,Shirt Model 203,Clothing,161.78
prod_000204,Decoration Model 204,Home & Garden,388.98
prod_000205,Smart Watch Model 205,Electronics,217.32
prod_000206,Shirt Model 206,Clothing,494.67
prod_000207,Furniture Model 207,Home & Garden,102.8
prod_000208,Textbook Model 208,Books,63.81
prod_000209,Mascara Model 209,Beauty,269.33
prod_000210,Jeans Model 210,Clothing,428.24
prod_000211,Novel Model 211,Books,151.7
prod_000212,Smart Watch Model 212,Electronics,333.78
prod_000213,Soccer Ball Model 213,Sports,334.26
prod_000214,Shampoo Model 214,Beauty,207.93
prod_000215,Monitor Model 215,Electronics,428.8
prod_000216,Monitor Model 216,Electronics,318.24
prod_000217,Board Game Model 217,Toys,496.47
prod_000218,Laptop Model 218,Electronics,441.71
prod_000219,Laptop Model 219,Electronics,130.96
prod_000220,Perfume Model 220,Beauty,293.67
prod_000221,Cookbook Model 221,Books,481.73
prod_000222,Keyboard Model 222,Electronics,366.78
prod_000223,Bedding Model 223,Home & Garden,282.01
prod_000224,Monitor Model 224,Electronics,501.22
prod_000225,Laptop Model 225,Electronics,120.37
prod_000226,Plant Model 226,Home & Garden,44.11
prod_000227,Soccer Ball Model 227,Sports,10.34
prod_000228,Biography Model 228,Books,153.22
prod_000229,Laptop Model 229,Electronics,16.94
prod_000230,Remote Car Model 230,Toys,153.02
prod_000231,Perfume Model 231,Beauty,237.71
prod_000232,Soccer Ball Model 232,Sports,94.81
prod_000233,Hoodie Model 233,Clothing,122.13
prod_000234,Action Figure Model 234,Toys,217.22
prod_000235,Furniture Model 235,Home & Garden,366.05
prod_000236,Hoodie Model 236,Clothing,438.42
prod_000237,Nail Polish Model 237,Beauty,273.38
prod_000238,Kitchen Set Model 238,Home & Garden,217.83
prod_000239,Camera Model 239,Electronics,482.41
prod_000240,Monitor Model 240,Electronics,476.84
prod_000241,Volleyball Model 241,Sports,213.59
prod_000242,Keyboard Model 242,Electronics,276.79
prod_000243,Board Game Model 243,Toys,393.04
prod_000244,Face Cream Model 244,Beauty,506.47
prod_000245,Action Figure Model 245,Toys,148.11
prod_000246,Baseball Glove Model 246,Sports,210.82
prod_000247,Poetry Model 247,Books,230.03
prod_000248,Lipstick Model 248,Beauty,282.79
prod_000249,Garden Tools Model 249,Home & Garden,470.85
prod_000250,Laptop Model 250,Electronics,467.85
prod_000251,Monitor Model 251,Electronics,291.05
prod_000252,History Model 252,Books,306.88
prod_000253,Bedding Model 253,Home & Garden,498.16
prod_000254,Tire Model 254,Automotive,177.69
prod_000255,Dress Model 255,Clothing,483.78
prod_000256,Shampoo Model 256,Beauty,112.68
prod_000257,Bedding Model 257,Home & Garden,246.36
prod_000258,Tire Model 258,Automotive,161.9
prod_000259,Moisturizer Model 259,Beauty,66.67
prod_000260,Headphones Model 260,Electronics,316.97
prod_000261,Shampoo Model 261,Beauty,50.12
prod_000262,Furniture Model 262,Home & Garden,70.65
prod_000263,Shampoo Model 263,Beauty,25.28
prod_000264,Perfume Model 264,Beauty,165.02
prod_000265,Brake Pad Model 265,Automotive,89.39
prod_000266,Hoodie Model 266,Clothing,458.15
prod_000267,Jeans Model 267,Clothing,281.59
prod_000268,Toy Train Model 268,Toys,210.01
prod_000269,Brake Pad Model 269,Automotive,324.49
prod_000270,Toy Train Model 270,Toys,61
prod_000271,Novel Model 271,Books,476.18
prod_000272,Keyboard Model 272,Electronics,271.09
prod_000273,LEGO Set Model 273,Toys,431.74
prod_000274,Jacket Model 274,Clothing,244.76
prod_000275,Textbook Model 275,Books,122.92
prod_000276,Jacket Model 276,Clothing,98.08
prod_000277,Building Blocks Model 277,Toys,50.89
prod_000278,Soccer Ball Model 278,Sports,93.39
prod_000279,Golf Clubs Model 279,Sports,391.89
prod_000280,Remote Car Model 280,Toys,18.23
prod_000281,Yoga Mat Model 281,Sports,279.93
prod_000282,Cookbook Model 282,Books,348.31
prod_000283,Yoga Mat Model 283,Sports,209.49
prod_000284,Decoration Model 284,Home & Garden,137.5
prod_000285,Lipstick Model 285,Beauty,408.98
prod_000286,Oil Model 286,Automotive,462.48
prod_000287,Basketball Model 287,Sports,454.18
prod_000288,Yoga Mat Model 288,Sports,53.7
prod_000289,Moisturizer Model 289,Beauty,490.82
prod_000290,Decoration Model 290,Home & Garden,345.77
prod_000291,Battery Model 291,Automotive,289.48
prod_000292,Textbook Model 292,Books,367.55
prod_000293,Soccer Ball Model 293,Sports,43.78
prod_000294,Decoration Model 294,Home & Garden,193.41
prod_000295,LEGO Set Model 295,Toys,262.23
prod_000296,Running Shoes Model 296,Sports,237.7
prod_000297,Skirt Model 297,Clothing,458.13
prod_000298,Smart Watch Model 298,Electronics,498.53
prod_000299,Decoration Model 299,Home & Garden,146.77
prod_000300,Laptop Model 300,Electronics,252.4
prod_000301,Brake Pad Model 301,Automotive,34.41
prod_000302,Tablet Model 302,Electronics,353.91
prod_000303,Soccer Ball Model 303,Sports,140.06
prod_000304,Shirt Model 304,Clothing,423.23
prod_000305,Biography Model 305,Books,397.47
prod_000306,Toy Train Model 306,Toys,50.86
prod_000307,Perfume Model 307,Beauty,66.5
prod_000308,Shampoo Model 308,Beauty,32
prod_000309,Textbook Model 309,Books,35.69
prod_000310,Car Part Model 310,Automotive,288.96
prod_000311,Face Cream Model 311,Beauty,280.42
prod_000312,Jacket Model 312,Clothing,390.71
prod_000313,Decoration Model 313,Home & Garden,364.01
prod_000314,Perfume Model 314,Beauty,414.88
prod_000315,Garden Tools Model 315,Home & Garden,190.7
prod_000316,Tennis Racket Model 316,Sports,395.17
prod_000317,Jacket Model 317,Clothing,206.49
prod_000318,Science Model 318,Books,153.13
prod_000319,Yoga Mat Model 319,Sports,50.3
prod_000320,Dress Model 320,Clothing,134.87
prod_000321,Volleyball Model 321,Sports,136.54
prod_000322,Comic Model 322,Books,45.13
prod_000323,Jacket Model 323,Clothing,437.12
prod_000324,Battery Model 324,Automotive,471.17
prod_000325,Remote Car Model 325,Toys,458.62
prod_000326,Shirt Model 326,Clothing,22.1
prod_000327,Car Cover Model 327,Automotive,72.06
prod_000328,Bedding Model 328,Home & Garden,231.89
prod_000329,Building Blocks Model 329,Toys,100.13
prod_000330,Laptop Model 330,Electronics,306.42
prod_000331,Foundation Model 331,Beauty,300.1
prod_000332,Biography Model 332,Books,486.63
prod_000333,Battery Model 333,Automotive,134.12
prod_000334,Decoration Model 334,Home & Garden,158.79
prod_000335,T-Shirt Model 335,Clothing,481.5
prod_000336,Skirt Model 336,Clothing,78.11
prod_000337,Nail Polish Model 337,Beauty,420
prod_000338,Volleyball Model 338,Sports,49.68
prod_000339,Tennis Racket Model 339,Sports,15.2
prod_000340,History Model 340,Books,473.4
prod_000341,LEGO Set Model 341,Toys,82.48
prod_000342,Monitor Model 342,Electronics,161.01
prod_000343,Volleyball Model 343,Sports,508.21
prod_000344,Furniture Model 344,Home & Garden,429.25
prod_000345,Hoodie Model 345,Clothing,67.59
prod_000346,Tool Set Model 346,Automotive,48.3
prod_000347,Biography Model 347,Books,101.93
prod_000348,Filter Model 348,Automotive,389.1
prod_000349,Car Part Model 349,Automotive,418.51
prod_000350,Board Game Model 350,Toys,496.25
prod_000351,Tire Model 351,Automotive,501.4
prod_000352,Action Figure Model 352,Toys,252.27
prod_000353,Perfume Model 353,Beauty,251.27
prod_000354,Pants Model 354,Clothing,35.03
prod_000355,Smart Watch Model 355,Electronics,486.42
prod_000356,Tool Set Model 356,Automotive,57.35
prod_000357,Car Part Model 357,Automotive,345.7
prod_000358,LEGO Set Model 358,Toys,35.93
prod_000359,Shampoo Model 359,Beauty,410.44
prod_000360,Mascara Model 360,Beauty,489.56
prod_000361,Building Blocks Model 361,Toys,76.2
prod_000362,Oil Model 362,Automotive,363.31
prod_000363,Shirt Model 363,Clothing,129.96
prod_000364,Plant Model 364,Home & Garden,159.49
prod_000365,Car Part Model 365,Automotive,363.49
prod_000366,Pants Model 366,Clothing,395.72
prod_000367,Car Cover Model 367,Automotive,133
prod_000368,Tennis Racket Model 368,Sports,253.32
prod_000369,Jacket Model 369,Clothing,367.97
prod_000370,Lipstick Model 370,Beauty,335.2
prod_000371,Dress Model 371,Clothing,274.86
prod_000372,Coffee Maker Model 372,Home & Garden,268.34
prod_000373,Smartphone Model 373,Electronics,260.62
prod_000374,History Model 374,Books,486.91
prod_000375,Running Shoes Model 375,Sports,323.8
prod_000376,LEGO Set Model 376,Toys,123.88
prod_000377,T-Shirt Model 377,Clothing,431.13
prod_000378,Coffee Maker Model 378,Home & Garden,377.4
prod_000379,Garden Tools Model 379,Home & Garden,172.06
prod_000380,Filter Model 380,Automotive,285.79
prod_000381,Smartphone Model 381,Electronics,322.26
prod_000382,Tennis Racket Model 382,Sports,450.25
prod_000383,Basketball Model 383,Sports,408.43
prod_000384,Toy Train Model 384,Toys,143.22
prod_000385,Moisturizer Model 385,Beauty,260.75
prod_000386,Novel Model 386,Books,420.87
prod_000387,Hoodie Model 387,Clothing,448.8
prod_000388,Keyboard Model 388,Electronics,436.91
prod_000389,Puzzle Model 389,Toys,112.92
prod_000390,Volleyball Model 390,Sports,138.27
prod_000391,Bedding Model 391,Home & Garden,67.21
prod_000392,Cookbook Model 392,Books,61.12
prod_000393,Board Game Model 393,Toys,162.2
prod_000394,Furniture Model 394,Home & Garden,241.3
prod_000395,Action Figure Model 395,Toys,142.25
prod_000396,Foundation Model 396,Beauty,294.77
prod_000397,Foundation Model 397,Beauty,136.47
prod_000398,Smartphone Model 398,Electronics,414.63
prod_000399,Decoration Model 399,Home & Garden,96.39
prod_000400,Hoodie Model 400,Clothing,212.16
prod_000401,Filter Model 401,Automotive,105.77
prod_000402,Shampoo Model 402,Beauty,249.62
prod_000403,Tire Model 403,Automotive,140.97
prod_000404,Kitchen Set Model 404,Home & Garden,281.8
prod_000405,Board Game Model 405,Toys,377.82
prod_000406,Smartphone Model 406,Electronics,262.36
prod_000407,Car Cover Model 407,Automotive,352.69
prod_000408,Baseball Glove Model 408,Sports,165.82
prod_000409,Poetry Model 409,Books,175.42
prod_000410,Dress Model 410,Clothing,119.78
prod_000411,Filter Model 411,Automotive,407.64
prod_000412,Filter Model 412,Automotive,303.94
prod_000413,Garden Tools Model 413,Home & Garden,34.87
prod_000414,Kitchen Set Model 414,Home & Garden,367.78
prod_000415,Laptop Model 415,Electronics,293.33
prod_000416,Nail Polish Model 416,Beauty,436.7
prod_000417,Face Cream Model 417,Beauty,42.91
prod_000418,Coffee Maker Model 418,Home & Garden,179.24
prod_000419,Biography Model 419,Books,292.65
prod_000420,Filter Model 420,Automotive,275.86
prod_000421,Car Cover Model 421,Automotive,443.7
prod_000422,Brake Pad Model 422,Automotive,338.5
prod_000423,Skirt Model 423,Clothing,499.9
prod_000424,Nail Polish Model 424,Beauty,217.09
prod_000425,Perfume Model 425,Beauty,337.49
prod_000426,Remote Car Model 426,Toys,281.7
prod_000427,Brake Pad Model 427,Automotive,346.18
prod_000428,Comic Model 428,Books,418.73
prod_000429,Keyboard Model 429,Electronics,473.95
prod_000430,Yoga Mat Model 430,Sports,144.08
prod_000431,Building Blocks Model 431,Toys,210.83
prod_000432,Cookbook Model 432,Books,473.6
prod_000433,Mascara Model 433,Beauty,186.63
prod_000434,Baseball Glove Model 434,Sports,42.8
prod_000435,T-Shirt Model 435,Clothing,26.52
prod_000436,Puzzle Model 436,Toys,295.73
prod_000437,Lamp Model 437,Home & Garden,334.61
prod_000438,Mascara Model 438,Beauty,118.28
prod_000439,Jeans Model 439,Clothing,105.59
prod_000440,Baseball Glove Model 440,Sports,281.26
prod_000441,Board Game Model 441,Toys,151.06
prod_000442,Camera Model 442,Electronics,359.29
prod_000443,Skirt Model 443,Clothing,406.75
prod_000444,Filter Model 444,Automotive,125.06
prod_000445,T-Shirt Model 445,Clothing,496.84
prod_000446,Baseball Glove Model 446,Sports,118.26
prod_000447,Building Blocks Model 447,Toys,179
prod_000448,Remote Car Model 448,Toys,300.47
prod_000449,Plant Model 449,Home & Garden,155.36
prod_000450,LEGO Set Model 450,Toys,98.39
prod_000451,Novel Model 451,Books,52.72
prod_000452,Tire Model 452,Automotive,248.16
prod_000453,Mascara Model 453,Beauty,183.43
prod_000454,Skirt Model 454,Clothing,146.82
prod_000455,Garden Tools Model 455,Home & Garden,314.45
prod_000456,LEGO Set Model 456,Toys,376.42
prod_000457,Nail Polish Model 457,Beauty,159.5
prod_000458,Oil Model 458,Automotive,342.69
prod_000459,History Model 459,Books,306.15
prod_000460,Foundation Model 460,Beauty,475.66
prod_000461,T-Shirt Model 461,Clothing,317.47
prod_000462,Shampoo Model 462,Beauty,269.11
prod_000463,Comic Model 463,Books,461.61
prod_000464,Car Cover Model 464,Automotive,262.22
prod_000465,Remote Car Model 465,Toys,270.17
prod_000466,Plant Model 466,Home & Garden,406.83
prod_000467,Perfume Model 467,Beauty,469.51
prod_000468,Furniture Model 468,Home & Garden,178.04
prod_000469,Remote Car Model 469,Toys,481.38
prod_000470,Basketball Model 470,Sports,319.1
prod_000471,Novel Model 471,Books,307.14
prod_000472,Skirt Model 472,Clothing,122.81
prod_000473,Brake Pad Model 473,Automotive,371.9
prod_000474,Filter Model 474,Automotive,270.08
prod_000475,Poetry Model 475,Books,389.65
prod_000476,Shirt Model 476,Clothing,40.8
prod_000477,Pants Model 477,Clothing,139.83
prod_000478,Puzzle Model 478,Toys,92.14
prod_000479,Comic Model 479,Books,468.97
prod_000480,Jacket Model 480,Clothing,347.32
prod_000481,Science Model 481,Books,198.18
prod_000482,Lipstick Model 482,Beauty,325.36
prod_000483,Lamp Model 483,Home & Garden,158.86
prod_000484,Tire Model 484,Automotive,148.03
prod_000485,Face Cream Model 485,Beauty,63.46
prod_000486,Soccer Ball Model 486,Sports,353.44
prod_000487,Biography Model 487,Books,370.74
prod_000488,Face Cream Model 488,Beauty,402.43
prod_000489,Jeans Model 489,Clothing,129.97
prod_000490,Brake Pad Model 490,Automotive,274.07
prod_000491,Lamp Model 491,Home & Garden,473.87
prod_000492,Volleyball Model 492,Sports,453.81
prod_000493,Textbook Model 493,Books,261.64
prod_000494,Tool Set Model 494,Automotive,375.13
prod_000495,Moisturizer Model 495,Beauty,59.67
prod_000496,Decoration Model 496,Home & Garden,61.34
prod_000497,Baseball Glove Model 497,Sports,326.34
prod_000498,Puzzle Model 498,Toys,275.47
prod_000499,Perfume Model 499,Beauty,156
prod_000500,Yoga Mat Model 500,Sports,89.48
prod_000501,Keyboard Model 501,Electronics,12.91
prod_000502,Volleyball Model 502,Sports,243.6
prod_000503,Furniture Model 503,Home & Garden,95.73
prod_000504,Bedding Model 504,Home & Garden,81.73
prod_000505,Laptop Model 505,Electronics,142.58
prod_000506,Pants Model 506,Clothing,173.48
prod_000507,Mascara Model 507,Beauty,437.76
prod_000508,Cookbook Model 508,Books,363.33
prod_000509,Bedding Model 509,Home & Garden,108.41
prod_000510,Golf Clubs Model 510,Sports,340.98
prod_000511,History Model 511,Books,133.33
prod_000512,Brake Pad Model 512,Automotive,351.7
prod_000513,Lamp Model 513,Home & Garden,455.79
prod_000514,Soccer Ball Model 514,Sports,387.76
prod_000515,Toy Train Model 515,Toys,279.38
prod_000516,Headphones Model 516,Electronics,104.06
prod_000517,Comic Model 517,Books,22.99
prod_000518,Tennis Racket Model 518,Sports,107.61
prod_000519,Furniture Model 519,Home & Garden,390.98
prod_000520,Coffee Maker Model 520,Home & Garden,256.56
prod_000521,Nail Polish Model 521,Beauty,236.88
prod_000522,Building Blocks Model 522,Toys,32.77
prod_000523,Decoration Model 523,Home & Garden,379.38
prod_000524,Jeans Model 524,Clothing,490.55
prod_000525,Shampoo Model 525,Beauty,104.4
prod_000526,Cookbook Model 526,Books,485.64
prod_000527,Puzzle Model 527,Toys,498.98
prod_000528,Puzzle Model 528,Toys,73.55
prod_000529,Decoration Model 529,Home & Garden,217.15
prod_000530,Action Figure Model 530,Toys,484.21
prod_000531,Car Cover Model 531,Automotive,374.44
prod_000532,Toy Train Model 532,Toys,178.04
prod_000533,Monitor Model 533,Electronics,366.79
prod_000534,Jeans Model 534,Clothing,25.71
prod_000535,Lamp Model 535,Home & Garden,254.54
prod_000536,Doll Model 536,Toys,202.82
prod_000537,Plant Model 537,Home & Garden,265.52
prod_000538,Science Model 538,Books,388.97
prod_000539,Tire Model 539,Automotive,423.29
prod_000540,Hoodie Model 540,Clothing,494.01
prod_000541,Building Blocks Model 541,Toys,217.3
prod_000542,Car Part Model 542,Automotive,339.28
prod_000543,Tennis Racket Model 543,Sports,493.94
prod_000544,Poetry Model 544,Books,217.47
prod_000545,Remote Car Model 545,Toys,427.21
prod_000546,Poetry Model 546,Books,131.64
prod_000547,Oil Model 547,Automotive,162.92
prod_000548,Perfume Model 548,Beauty,22.76
prod_000549,Filter Model 549,Automotive,478.25
prod_000550,Skirt Model 550,Clothing,492.44
prod_000551,Camera Model 551,Electronics,176.77
prod_000552,Smartphone Model 552,Electronics,141.73
prod_000553,Volleyball Model 553,Sports,414.84
prod_000554,Tablet Model 554,Electronics,442.72
prod_000555,Nail Polish Model 555,Beauty,65.03
prod_000556,Toy Train Model 556,Toys,169.18
prod_000557,Shirt Model 557,Clothing,440.36
prod_000558,Hoodie Model 558,Clothing,380.37
prod_000559,Monitor Model 559,Electronics,485.24
prod_000560,Basketball Model 560,Sports,72.37
prod_000561,Science Model 561,Books,440.06
prod_000562,Shampoo Model 562,Beauty,244.96
prod_000563,Building Blocks Model 563,Toys,111.59
prod_000564,Face Cream Model 564,Beauty,144
prod_000565,Face Cream Model 565,Beauty,339.11
prod_000566,Car Cover Model 566,Automotive,270.96
prod_000567,Soccer Ball Model 567,Sports,77.45
prod_000568,Oil Model 568,Automotive,194.89
prod_000569,Lipstick Model 569,Beauty,85.07
prod_000570,Bedding Model 570,Home & Garden,177.18
prod_000571,Car Part Model 571,Automotive,320.8
prod_000572,Face Cream Model 572,Beauty,413.18
prod_000573,Perfume Model 573,Beauty,155.25
prod_000574,Perfume Model 574,Beauty,354.65
prod_000575,Textbook Model 575,Books,122.21
